bing	1.0	0.6	0.4	0.2	0.6	0.8	0.3333333333333333	0.6	0.5333333333333333	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.4	0.4	0.21739130434782608	0.21739130434782608	0.7234782608695652	1.0	0.885734516131928	0.8861961939982705	1.0

data mining	1.0	0.8	0.6	0.01694915254237288	0.06779661016949153	0.1016949152542373	0.03333333333333333	0.125	0.1739130434782609	1.0	0.6923076923076923	0.6206896551724138	0.6206896551724138	0.5454545454545454	0.39473684210526316	0.38613861386138615	0.2925170068027211	0.15873015873015872	0.12949640287769784	0.09688013136288999	0.4278980143890266	0.7142857142857142	0.7734137731328957	0.7170412542401932	1.0

google	1.0	0.8	0.4	0.2	0.8	0.8	0.3333333333333333	0.8	0.5333333333333333	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8	0.8	0.23809523809523808	0.23809523809523808	0.8076190476190476	0.5	0.7013112113739668	0.7327089409713842	1.0

salsa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0

web search	0.0	0.4	0.4	0.0	0.03333333333333333	0.06666666666666667	0.0	0.06153846153846154	0.11428571428571428	0.5	0.5	0.5	0.4393939393939394	0.4393939393939394	0.42857142857142855	0.4090909090909091	0.35294117647058826	0.34285714285714286	0.2523364485981308	0.09230769230769231	0.37361615784929586	0.0	0.2297739852420967	0.2788579065744716	0.5

