bing	1.0	0.8	0.4	0.2	0.8	0.8	0.3333333333333333	0.8	0.5333333333333333	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.18518518518518517	0.18518518518518517	0.837037037037037	1.0	0.9395620965454063	0.928529725922363	1.0

data mining	1.0	1.0	0.8	0.01694915254237288	0.0847457627118644	0.13559322033898305	0.03333333333333333	0.15625	0.2318840579710145	1.0	1.0	0.75	0.5806451612903226	0.4528301886792453	0.3763440860215054	0.33962264150943394	0.16785714285714284	0.1643835616438356	0.12359550561797752	0.09816971713810316	0.43189108280120975	1.0	1.0	0.9357824004963827	1.0

google	1.0	0.8	0.4	0.2	0.8	0.8	0.3333333333333333	0.8	0.5333333333333333	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.45454545454545453	0.45454545454545453	0.8909090909090909	1.0	0.9376127480385157	0.9080696346873217	1.0

salsa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0

web search	0.0	0.6	0.5	0.0	0.05	0.08333333333333333	0.0	0.0923076923076923	0.14285714285714285	0.6111111111111112	0.6111111111111112	0.5909090909090909	0.5263157894736842	0.4745762711864407	0.43661971830985913	0.4095238095238095	0.4095238095238095	0.17647058823529413	0.09694793536804308	0.09230769230769231	0.3912791172851457	0.0	0.30768440640833467	0.3481057731952271	0.5

