bing	1.0	0.6	0.4	0.2	0.6	0.8	0.3333333333333333	0.6	0.5333333333333333	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6666666666666666	0.6666666666666666	0.19230769230769232	0.19230769230769232	0.7717948717948718	1.0	0.885734516131928	0.892333762467781	1.0

data mining	1.0	0.8	0.9	0.01694915254237288	0.06779661016949153	0.15254237288135594	0.03333333333333333	0.125	0.2608695652173913	1.0	0.9090909090909091	0.7727272727272727	0.72	0.5853658536585366	0.5454545454545454	0.5217391304347826	0.4329896907216495	0.3380281690140845	0.17034700315457413	0.10611510791366907	0.5509211404270417	1.0	0.9185308754799102	0.9201708480122781	1.0

google	1.0	0.8	0.4	0.2	0.8	0.8	0.3333333333333333	0.8	0.5333333333333333	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.4166666666666667	0.4166666666666667	0.8833333333333334	1.0	0.9376127480385157	0.9135223180942093	1.0

salsa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0

web search	0.0	0.4	0.4	0.0	0.03333333333333333	0.06666666666666667	0.0	0.06153846153846154	0.11428571428571428	0.5555555555555556	0.5555555555555556	0.5	0.5	0.49019607843137253	0.484375	0.46153846153846156	0.4158415841584158	0.3404255319148936	0.2621359223300971	0.09554140127388536	0.41540152872785063	0.0	0.26886597522786143	0.31459745355419877	0.5

